"HomeOff","Age","NoKids","Introv","Satisf","Prod"
0,26,0,0.443,2,22.424
0,30,0,0.239,5,28.154
0,37,2,0.361,3,35.541
1,40,1,0.337,7,35.103
0,25,0,0.506,3,20.766
0,46,2,0.336,5,30.65
0,43,2,0.176,5,37.735
0,56,2,0.156,6,41.064
1,27,0,0.199,5,27.63
0,51,0,0.45,5,37.003
0,33,1,0.452,5,31.583
0,44,1,0.17,4,27.643
1,34,0,0.367,5,26.58
0,37,0,0.44,5,23.378
1,30,0,0.365,5,31.183
0,63,3,0.25,7,58.568
0,59,1,0.382,5,29.951
1,57,1,0.261,8,41.279
0,57,5,0.25,6,79.014
0,44,1,0.344,6,49.737
0,63,2,0.219,5,44.188
1,45,0,0.416,7,37.8
0,42,3,0.454,2,44.602
0,53,0,0.59,7,30.058
0,41,2,0.429,3,24.109
0,40,1,0.658,4,36.622
0,42,3,0.29,4,52.657
1,44,0,0.544,7,43.784
1,28,0,0.353,7,40.281
1,61,0,0.363,7,24.184
1,29,0,0.227,5,29.838
1,60,0,0.405,7,21.263
0,48,0,0.822,6,37.528
0,31,1,0.309,5,38.029
0,55,3,0.249,7,63.861
0,45,2,0.39,4,34.816
0,35,3,0.291,6,55.061
1,27,0,0.363,5,22.619
0,40,2,0.393,4,40.464
0,58,2,0.41,6,40.876
1,41,2,0.352,5,49.303
1,30,0,0.224,5,27.185
0,40,2,0.702,5,42.628
1,39,0,0.29,7,34.466
0,34,4,0.311,3,63.155
0,59,2,0.553,6,34.046
1,63,1,0.438,7,31.667
0,35,1,0.617,4,45.293
0,35,4,0.356,5,65.999
1,57,0,0.554,8,44.789
1,28,0,0.52,5,40.497
0,39,0,0.304,5,20.308
0,34,0,0.517,3,26.893
1,54,0,0.184,7,29.823
0,38,2,0.206,4,44.224
0,54,0,0.438,3,8.08
0,27,0,0.346,4,26.811
0,34,0,0.194,4,34.005
1,35,1,0.24,7,43.735
1,54,0,0.592,5,16.815
0,37,1,0.394,3,16.732
1,48,0,0.431,6,37.471
1,48,1,0.536,6,28.403
1,36,0,0.635,6,32.784
0,36,1,0.477,4,28.495
1,27,0,0.476,5,29.681
0,34,0,0.703,4,25.95
1,49,0,0.415,6,26.045
0,55,1,0.661,5,43.702
1,43,0,0.336,5,27.755
0,60,0,0.265,7,31.203
0,61,2,0.228,6,40.629
0,51,3,0.224,6,51.766
0,54,0,0.545,5,18.042
0,36,4,0.352,2,61.112
1,44,1,0.596,6,42.289
0,32,0,0.562,4,34.651
0,51,0,0.363,5,23.081
0,64,5,0.398,8,86.046
0,27,0,0.64,3,16.263
0,33,2,0.203,4,43.276
0,61,2,0.326,6,30.976
1,33,0,0.751,4,15.613
0,37,1,0.695,6,38.343
0,40,2,0.153,5,44.787
1,35,0,0.531,6,43.203
1,35,0,0.633,6,33.083
0,31,0,0.439,6,32.962
0,32,1,0.429,5,42.1
0,53,0,0.218,4,11.493
0,56,3,0.24,6,55.045
1,50,1,0.492,8,51.055
0,54,1,0.568,6,34.53
0,42,0,0.379,5,34.317
1,42,2,0.277,7,43.099
1,38,0,0.378,6,31.504
1,52,0,0.551,5,19.296
1,53,0,0.125,6,34.532
0,64,0,0.482,7,19.132
0,52,3,0.344,6,49.987
0,39,3,0.257,4,46.763
1,57,1,0.34,6,39.846
0,59,2,0.398,5,46.822
0,43,0,0.431,5,26.114
0,33,1,0.445,4,15.832
0,32,2,0.325,5,48.285
1,53,1,0.69,4,36.648
0,61,1,0.204,6,30.044
0,62,5,0.195,6,74.283
0,33,2,0.337,4,48.447
1,36,0,0.469,4,27.055
0,52,3,0.316,4,40.667
1,28,0,0.437,5,31.939
0,34,1,0.375,3,37.864
1,64,0,0.366,7,30.159
1,38,0,0.42,4,19.684
1,33,0,0.204,5,33.364
1,36,1,0.426,4,23.894
1,33,1,0.374,5,35.929
0,27,0,0.286,4,32.682
0,35,2,0.267,3,42.407
1,28,0,0.42,4,21.863
1,53,0,0.574,6,33.822
0,41,2,0.155,5,37.547
1,56,1,0.404,5,24.155
0,34,1,0.334,4,30.002
0,58,2,0.286,6,54.573
0,48,1,0.612,5,26.529
0,32,1,0.573,5,35.675
1,30,0,0.357,5,19.175
0,40,2,0.318,4,42.06
0,29,0,0.411,3,15.705
0,39,1,0.294,5,32.719
0,53,1,0.224,7,42.847
1,29,0,0.255,5,28.164
0,63,1,0.468,5,23.382
0,29,0,0.492,5,32.593
0,52,3,0.192,5,50.293
1,63,1,0.242,7,35.65
0,36,0,0.32,4,28.731
1,58,0,0.289,7,30.115
0,36,1,0.198,4,37.328
0,34,1,0.536,4,35.6
0,27,0,0.423,3,22.955
1,53,0,0.421,7,40.801
0,63,1,0.572,5,42.325
0,52,3,0.588,5,48.816
0,44,0,0.372,4,36.403
1,63,0,0.171,7,30.506
1,34,1,0.547,7,44.951
0,44,1,0.682,5,37.587
0,35,2,0.206,4,50
0,47,2,0.363,4,37.847
1,44,1,0.441,7,40.219
0,32,3,0.346,5,48.957
0,54,1,0.744,6,40.878
0,54,1,0.167,5,25.402
0,54,1,0.288,5,27.676
1,45,0,0.742,6,44.446
0,63,3,0.222,6,50.476
1,62,2,0.354,7,52.318
0,29,0,0.797,5,30.301
1,61,1,0.617,8,45.978
0,54,1,0.459,4,37.196
1,28,0,0.351,5,22.025
0,27,0,0.332,3,21.29
1,37,0,0.24,5,21.571
0,61,2,0.72,6,47.899
1,40,0,0.704,7,34.003
0,36,0,0.805,2,9.029
0,62,1,0.474,6,37.917
0,26,0,0.198,3,13.801
1,33,0,0.45,4,33.407
0,63,4,0.722,6,60.818
1,29,0,0.314,5,34.258
0,35,2,0.366,3,42.177
0,64,3,0.31,7,51.165
0,44,3,0.521,5,50.457
0,34,1,0.399,2,31.471
0,31,1,0.37,2,18.991
0,36,1,0.33,6,42.451
0,35,4,0.127,5,67.652
0,57,1,0.317,6,47.934
1,38,0,0.679,6,37.057
0,30,0,0.475,4,14.339
0,51,2,0.446,5,42.42
0,60,1,0.265,6,30.956
1,44,1,0.866,8,55.157
1,32,0,0.557,5,27.248
0,48,3,0.3,4,43.922
0,48,3,0.345,4,45.352
1,35,0,0.361,5,20.652
0,51,1,0.303,5,40.767
0,40,1,0.437,3,19.3
0,38,1,0.588,4,34.449
1,53,1,0.389,8,50.923
0,63,2,0.427,7,47.1
0,35,2,0.387,3,33.112
0,51,1,0.422,5,40.444
0,41,1,0.29,5,34.389
0,26,0,0.606,4,17.52
0,58,4,0.264,5,57.7
1,28,0,0.361,4,31.953
0,31,2,0.236,5,53.915
1,52,2,0.356,7,57.193
1,61,0,0.564,6,31.49
1,63,0,0.392,8,34.227
0,29,0,0.377,2,16.148
0,34,2,0.3,4,44.733
0,54,0,0.329,6,32.618
0,27,0,0.201,3,12.28
0,37,3,0.332,5,54.927
1,48,0,0.176,7,37.194
0,55,2,0.516,5,43.647
1,41,0,0.443,5,31.65
1,27,0,0.546,5,27.649
0,59,2,0.513,6,37.455
0,52,2,0.35,5,37.456
0,38,3,0.253,4,40.463
0,49,1,0.599,6,33.037
0,64,2,0.498,8,44.513
0,45,3,0.174,5,53.15
0,63,2,0.258,6,61.268
0,28,0,0.541,3,15.191
0,37,3,0.26,5,53.467
0,53,1,0.278,6,31.577
0,48,3,0.295,5,48.212
0,26,0,0.41,3,25.841
1,35,0,0.723,7,36.809
1,56,0,0.491,7,38.835
1,44,0,0.719,6,19.976
1,29,0,0.426,6,25.369
0,45,0,0.443,5,21.572
0,63,2,0.354,5,36.21
1,52,1,0.369,7,45.588
0,55,2,0.259,4,35.045
1,47,0,0.194,6,23.113
0,39,0,0.374,5,27.228
0,45,2,0.177,4,37.492
1,64,1,0.144,8,36.565
0,44,3,0.282,4,33.737
1,53,0,0.228,8,35.597
0,38,1,0.332,4,18.798
0,40,0,0.316,4,12.997
0,37,0,0.323,6,31.992
0,40,1,0.801,4,30.301
1,32,0,0.279,4,24.154
0,42,0,0.321,5,21.988
0,53,4,0.245,6,77.51
0,41,1,0.246,5,51.292
0,57,1,0.229,6,39.397
0,36,1,0.36,4,24.157
0,56,0,0.725,5,12.043
0,39,3,0.239,5,49.207
0,64,2,0.412,7,44.363
0,45,3,0.13,4,53.117
0,50,2,0.272,5,37.124
0,30,0,0.162,3,22.06
0,63,1,0.534,6,32.701
0,33,0,0.242,3,20.93
0,50,2,0.139,4,39.582
1,35,0,0.233,5,16.936
1,41,0,0.662,5,18.166
0,40,1,0.373,3,33.105
0,61,1,0.485,7,41.372
1,58,0,0.592,7,33.13
1,28,0,0.335,6,42.003
0,43,2,0.405,5,35.595
0,40,0,0.166,5,22.662
0,55,1,0.858,6,37.968
0,52,3,0.36,6,48.613
0,31,2,0.187,5,52.184
0,34,1,0.285,4,33.588
0,37,1,0.187,6,36.242
0,57,1,0.417,5,21.891
1,61,1,0.632,8,44.173
0,55,1,0.368,5,23.751
0,42,2,0.154,3,40.68
0,30,0,0.393,3,14.565
1,28,0,0.596,4,20.684
1,55,1,0.671,7,34.939
0,61,1,0.411,7,34.83
0,45,2,0.412,5,46.22
1,36,0,0.274,6,42.127
1,27,0,0.602,5,23.953
0,30,0,0.351,5,26.093
1,32,1,0.349,6,49.395
0,38,2,0.46,5,51.728
0,40,4,0.233,5,69.017
1,30,0,0.643,5,22.357
0,26,0,0.356,4,48.844
1,32,1,0.211,7,46.43
0,60,3,0.285,5,56.286
1,59,0,0.417,8,43.637
0,62,3,0.23,6,57.471
1,64,0,0.554,8,41.582
1,27,0,0.544,5,32.94
1,35,0,0.442,6,36.139
0,51,2,0.193,5,42.898
0,34,1,0.177,4,31.22
0,26,0,0.347,4,22.091
1,51,0,0.31,8,47.631
1,25,0,0.472,5,32.736
1,46,0,0.132,7,40.342
0,35,1,0.379,4,34.284
0,34,4,0.333,5,67.845
1,60,0,0.59,6,19.68
0,56,1,0.539,5,32.303
1,44,1,0.282,6,37.225
0,30,0,0.383,4,27.331
0,59,2,0.39,6,48.752
1,26,0,0.463,4,25.498
0,34,1,0.388,5,45.177
1,57,1,0.785,6,16.285
1,63,0,0.666,7,23.273
1,27,0,0.509,5,20.596
0,33,2,0.149,4,36.69
0,38,1,0.448,4,25.928
0,57,2,0.283,6,45.606
0,43,1,0.503,3,24.437
0,58,2,0.466,7,53.736
0,64,1,0.413,5,27.934
0,28,0,0.318,4,25.439
0,48,2,0.381,6,43.899
0,34,1,0.377,3,25.124
1,53,0,0.491,7,31.694
0,63,1,0.364,5,22.733
0,35,0,0.533,5,33.816
1,30,0,0.449,4,22.11
0,51,1,0.362,5,35.993
0,54,1,0.352,5,31.986
0,46,1,0.287,5,30.162
1,61,0,0.224,8,43.883
0,37,3,0.263,5,54.152
1,38,0,0.272,4,25.739
0,41,1,0.29,5,33.838
0,48,1,0.524,3,16.472
1,61,0,0.566,6,19.152
1,34,0,0.216,5,40.919
1,47,0,0.566,5,23.286
0,62,1,0.328,5,28.396
1,31,1,0.528,5,25.489
0,56,0,0.469,6,22.278
0,38,1,0.363,4,31.249
1,36,0,0.325,6,36.79
1,52,0,0.459,7,41.982
0,50,1,0.304,6,39.959
1,57,2,0.574,7,52.399
0,51,2,0.246,6,47.838
1,54,1,0.566,6,40.687
0,47,1,0.525,5,43.738
0,29,0,0.182,3,23.014
0,53,0,0.399,6,20.797
1,41,0,0.959,4,16.038
0,25,0,0.411,4,28.051
0,61,2,0.274,5,45.431
0,44,3,0.253,4,49.418
0,51,5,0.456,6,73.486
0,57,0,0.178,5,7.212
0,64,2,0.224,6,39.564
0,28,0,0.257,1,17.137
1,47,0,0.473,7,41.597
0,64,1,0.815,5,17.968
1,61,0,0.29,9,35.6
1,30,0,0.398,5,42.172
0,41,2,0.241,4,52.139
1,28,0,0.772,5,31.02
0,48,3,0.241,4,52.842
1,52,1,0.394,5,39.489
1,42,0,0.33,5,16.145
1,44,0,0.173,6,45.45
1,34,1,0.584,5,44.765
1,46,1,0.215,8,55.695
1,32,0,0.403,4,31.522
0,49,2,0.136,5,37.577
0,58,0,0.339,7,30.684
1,49,1,0.339,6,41.607
0,45,3,0.347,6,61.974
0,49,3,0.492,5,51.597
1,39,0,0.616,6,31.028
0,60,4,0.526,4,50.252
0,34,3,0.267,3,43.271
0,35,1,0.263,4,26.636
1,50,0,0.225,6,30.576
0,47,0,0.155,4,13.412
0,50,0,0.363,5,38.679
0,56,1,0.161,6,38.227
0,41,0,0.841,3,19.893
1,41,0,0.631,6,25.833
1,28,0,0.942,3,11.506
0,37,2,0.225,3,44.966
1,37,0,0.689,6,29.227
1,61,0,0.46,7,21.157
1,40,0,0.321,6,26.56
0,29,0,0.246,5,27.867
0,57,2,0.515,7,43.076
1,34,0,0.628,5,32.749
0,57,0,0.703,5,17.831
1,26,0,0.456,5,31.371
0,58,2,0.238,6,35.05
0,33,1,0.406,4,15.963
0,35,2,0.242,4,36.366
1,33,0,0.583,5,31.189
0,38,0,0.447,5,30.123
0,62,1,0.416,7,33.476
1,34,1,0.206,4,33.894
0,56,1,0.355,6,43.878
0,47,0,0.437,4,25.563
1,38,1,0.525,6,34.664
0,30,0,0.358,2,22.693
1,53,1,0.243,6,25.751
1,34,1,0.618,6,44.573
0,28,0,0.346,5,22.005
1,61,1,0.701,8,43.529
0,48,1,0.178,5,27.991
0,42,1,0.583,6,37.523
0,49,0,0.591,6,20.61
0,60,2,0.317,5,39.229
1,25,0,0.258,3,22.175
0,30,0,0.313,4,18.208
0,42,1,0.162,5,28.31
0,49,3,0.469,5,62.408
0,43,1,0.557,6,34.374
0,49,2,0.299,6,44.566
0,61,1,0.421,7,29.042
1,64,0,0.721,7,20.395
1,35,0,0.411,6,29.427
0,35,2,0.346,5,44.723
0,63,0,0.125,5,24.587
0,28,0,0.727,4,24.437
1,42,0,0.225,6,26.311
0,45,3,0.246,4,47.739
1,26,0,0.45,5,35.798
1,52,1,0.303,7,36.17
0,27,0,0.269,4,28.18
1,51,0,0.236,7,33.184
0,39,1,0.44,4,33.36
1,25,0,0.561,4,24.322
0,62,3,0.195,7,56.827
0,35,4,0.224,5,66.45
0,42,2,0.504,5,35.246
1,63,0,0.477,7,23.117
0,38,5,0.286,4,56.352
0,58,2,0.332,7,47.149
0,39,2,0.366,4,39.775
1,57,0,0.593,8,34.95
1,51,1,0.697,5,37.198
0,38,1,0.284,4,25.457
0,57,3,0.352,5,42.592
0,45,2,0.433,6,51.179
0,40,0,0.247,4,19.755
0,53,3,0.309,4,42.659
0,25,0,0.414,5,36.154
0,34,1,0.761,4,33.927
1,61,0,0.685,7,32.74
0,43,3,0.315,5,47.375
0,39,3,0.456,5,52.744
0,52,2,0.251,5,50.131
0,59,3,0.318,4,51.739
0,63,3,0.193,5,52.284
1,57,0,0.237,8,39.745
1,30,0,0.514,5,30.546
0,62,2,0.308,6,42.725
0,55,0,0.348,5,30.454
0,62,5,0.128,6,67.251
0,31,0,0.288,5,27.124
0,44,1,0.251,5,32.683
0,60,0,0.407,5,21.405
0,45,2,0.601,6,53.435
1,52,0,0.188,7,36.178
0,59,1,0.696,6,35.321
0,34,3,0.146,4,40.281
0,28,0,0.893,2,20.052
0,40,1,0.304,5,35.398
1,57,1,0.476,6,41.564
0,48,2,0.272,4,29.363
1,64,1,0.267,6,29.141
0,33,2,0.438,5,45.159
0,27,0,0.212,3,15.869
0,42,1,0.414,3,29.653
0,39,2,0.417,5,42.086
1,60,1,0.166,6,24.892
1,25,0,0.517,5,22.316
0,51,0,0.588,6,36.243
1,27,0,0.248,4,26.587
1,26,0,0.529,4,23.049
0,29,0,0.12,4,24.386
0,43,2,0.338,5,37.999
1,64,0,0.649,7,28.764
0,38,1,0.73,5,33.966
0,59,0,0.432,7,34.449
0,50,2,0.364,5,34.729
1,60,1,0.499,6,33.698
0,44,1,0.133,3,31.168
1,34,0,0.562,4,26.296
0,35,1,0.412,2,14.909
1,27,0,0.316,3,13.889
1,34,0,0.511,7,30.446
0,56,1,0.259,5,34.63
0,39,1,0.35,4,25.595
0,32,1,0.439,4,27.168
0,56,1,0.209,6,38.159
0,34,2,0.362,4,39.303
0,43,1,0.805,3,28.204
0,26,0,0.135,2,18.239
0,60,1,0.304,6,49.111
0,32,1,0.484,5,23.77
1,29,0,0.202,5,20.052
0,28,0,0.152,4,24.435
0,59,3,0.164,7,63.58
1,57,1,0.689,7,34.273
1,58,0,0.209,8,22.776
0,51,0,0.394,5,32.835
0,64,2,0.435,7,54.694
0,59,1,0.373,5,34.389
0,52,3,0.378,6,47.202
1,61,0,0.252,6,32.563
0,59,2,0.199,5,32.947
0,45,1,0.332,5,33.166
0,55,2,0.277,4,45.476
0,46,1,0.297,6,38.626
1,47,0,0.633,7,21.614
1,25,0,0.364,4,27.834
1,28,0,0.336,7,46.894
0,56,1,0.158,4,20.683
1,42,0,0.357,6,30.472
1,60,1,0.564,6,38.571
1,37,0,0.431,4,25.656
0,38,1,0.171,4,30.002
1,52,0,0.308,6,28.63
0,31,2,0.199,4,43.138
1,28,0,0.515,4,27.709
0,54,2,0.172,7,56.058
1,51,0,0.633,7,16.411
0,41,3,0.193,5,55.17
1,62,0,0.411,7,25.108
0,45,3,0.187,6,58.965
0,38,3,0.272,6,74.563
1,29,0,0.395,5,39.884
0,28,0,0.474,3,15.641
0,64,1,0.41,5,20.05
0,33,2,0.194,4,43.317
0,45,0,0.37,4,19.82
1,40,1,0.534,6,38.933
0,31,1,0.282,3,29.354
1,44,0,0.485,5,16.746
0,35,2,0.432,6,56.036
1,46,1,0.564,6,45.492
0,33,1,0.525,3,29.832
1,58,1,0.321,7,45.881
0,47,5,0.449,5,66.147
0,35,2,0.177,5,56.106
0,58,1,0.336,5,28.04
0,57,2,0.156,5,32.53
1,30,0,0.323,5,16.984
0,39,2,0.152,4,43.576
0,29,0,0.137,3,11.669
1,29,0,0.377,4,24.631
0,58,1,0.185,7,43.361
1,38,0,0.263,6,33.314
0,32,2,0.468,3,39.959
0,32,2,0.126,6,51.566
0,43,4,0.237,4,62.351
1,36,0,0.415,7,38.106
0,32,2,0.346,4,35.051
0,64,1,0.521,6,23.226
0,37,2,0.399,5,53.825
1,60,0,0.601,8,34.998
0,39,4,0.181,3,44.538
0,48,1,0.395,5,39.793
0,35,1,0.275,5,39.691
0,39,0,0.405,2,16.462
0,44,0,0.402,4,17.101
0,57,1,0.353,6,35.572
1,29,0,0.507,5,23.715
1,26,0,0.749,5,43.483
0,46,4,0.267,4,56.625
0,31,0,0.757,3,16.076
1,63,0,0.587,9,52.583
0,56,3,0.172,7,49.212
1,36,0,0.474,5,25.843
0,30,0,0.221,4,19.358
1,30,0,0.304,6,40.101
1,35,0,0.251,5,33.273
0,32,3,0.194,3,36.624
1,41,0,0.602,5,21.395
1,60,0,0.715,6,22.006
0,27,0,0.301,3,8.994
0,48,1,0.409,5,28.727
0,52,2,0.331,5,37.077
1,49,1,0.444,7,35.508
0,34,2,0.254,4,39.473
1,33,0,0.271,4,28.307
0,54,1,0.112,7,34.048
0,28,0,0.268,3,12.914
0,30,0,0.235,3,15.533
0,43,2,0.539,5,43.307
0,39,2,0.245,4,34.49
1,44,0,0.778,4,20.655
0,47,4,0.325,5,55.903
0,49,1,0.265,6,48.237
1,41,0,0.456,6,39.59
0,33,3,0.21,4,53.759
0,47,1,0.352,4,25.261
1,26,0,0.622,5,28.721
0,51,1,0.416,5,35.057
0,39,0,0.451,4,18.794
1,44,0,0.188,7,31.809
0,40,0,0.56,4,9.171
0,53,1,0.189,6,42.182
0,39,1,0.327,4,31.127
0,58,2,0.148,6,46.112
0,25,0,0.257,5,31.476
1,48,0,0.402,6,26.875
1,49,0,0.562,6,30.537
0,45,3,0.132,5,62.616
1,49,0,0.484,5,23.623
0,27,0,0.46,3,23.366
1,60,0,0.69,6,13.681
0,27,0,0.4,5,39.743
1,47,1,0.473,6,26.367
0,33,2,0.238,4,50.149
0,30,0,0.237,4,12.443
0,45,1,0.296,6,34.508
0,55,1,0.234,5,32.863
0,55,3,0.2,5,47.376
0,34,2,0.447,3,36.606
0,39,3,0.427,4,50.193
1,64,0,0.4,7,37.351
0,62,0,0.437,7,17.191
1,28,0,0.364,4,26.406
1,49,1,0.256,7,48.873
1,63,2,0.34,7,55.312
1,25,0,0.123,5,32.084
0,64,2,0.183,8,55.135
1,49,0,0.755,7,30.568
1,62,0,0.277,8,23.709
0,56,2,0.377,7,57.71
0,40,4,0.326,4,62.832
0,64,1,0.509,7,30.561
0,56,1,0.224,4,19.715
1,49,0,0.278,8,33.28
0,32,1,0.282,2,11.807
0,29,0,0.326,4,35.817
0,56,2,0.137,5,36.339
1,38,0,0.289,6,34.219
0,59,1,0.48,7,33.013
1,30,0,0.548,5,30.619
1,60,0,0.195,7,23.436
1,27,0,0.706,5,43.648
1,63,1,0.211,6,41.123
0,27,0,0.455,4,19.024
1,35,1,0.429,6,54.646
1,28,0,0.552,4,25.921
0,33,1,0.17,5,40.021
0,56,2,0.153,6,39.611
0,27,0,0.432,4,30.664
1,25,0,0.301,5,43.322
0,38,2,0.331,5,58.844
0,34,0,0.186,3,20.111
0,51,1,0.28,6,43.079
1,27,0,0.446,5,24.753
0,58,1,0.182,5,41.937
0,32,3,0.336,4,45.747
0,56,3,0.53,4,39.868
0,45,2,0.327,6,54.854
1,42,0,0.363,7,37.608
0,35,2,0.302,4,43.894
1,60,1,0.486,7,50.169
0,38,1,0.572,3,28.741
0,28,0,0.155,3,28.261
0,31,2,0.448,4,32.727
0,63,2,0.439,5,42.963
0,59,0,0.29,6,17.798
0,54,0,0.591,4,24.807
0,50,2,0.133,6,38.84
1,30,0,0.602,6,24.696
1,29,0,0.407,4,23.857
0,59,0,0.398,6,34.28
0,33,2,0.462,5,47.488
1,26,0,0.702,4,29.69
0,64,0,0.138,5,19.997
0,40,4,0.227,5,70.761
0,28,0,0.379,3,24.416
0,64,3,0.191,5,47.165
1,28,0,0.405,5,34.17
1,59,0,0.31,8,27.801
1,56,0,0.186,8,40.548
1,37,0,0.365,7,37.333
0,31,1,0.217,6,44.711
0,49,3,0.197,7,60.622
0,47,2,0.265,4,35.39
0,31,2,0.295,4,41.954
0,42,0,0.494,5,27.248
1,27,0,0.342,6,29.115
0,36,0,0.387,4,31.467
0,27,0,0.215,2,11.889
1,38,1,0.388,6,47.099
1,56,0,0.325,6,30.031
1,27,0,0.531,4,21.113
1,31,0,0.325,4,8.174
1,55,0,0.893,7,24.594
0,44,2,0.308,5,45.499
0,43,1,0.154,6,38.066
1,52,0,0.345,6,27.171
0,44,3,0.136,4,46.629
0,49,1,0.268,5,32.757
1,41,1,0.267,6,47.648
1,30,0,0.138,7,36.428
0,32,2,0.387,2,25.174
1,41,0,0.524,8,46.035
0,54,1,0.149,5,27.886
0,36,2,0.215,4,50.398
0,39,2,0.514,5,41.203
0,43,0,0.468,6,25.073
0,35,2,0.115,5,45.93
1,30,0,0.443,5,23.833
1,26,0,0.74,5,41.743
1,29,0,0.457,3,23.928
1,49,0,0.483,6,28.364
1,33,0,0.481,5,35.837
0,35,1,0.383,4,19.287
0,48,1,0.252,4,26.672
0,60,6,0.439,5,76.42
0,64,4,0.196,5,50.354
0,32,1,0.442,2,11.692
0,36,3,0.367,4,56.764
1,64,0,0.711,9,44.05
0,31,1,0.194,5,34.955
1,44,0,0.531,5,26.469
0,32,4,0.509,4,69.037
1,46,0,0.938,6,21.406
0,51,1,0.558,4,35.105
0,34,3,0.15,5,31.203
0,46,2,0.454,4,23.838
1,45,1,0.559,7,50.009
1,50,0,0.49,7,30.805
0,44,0,0.229,6,39.722
1,43,0,0.129,5,12.841
1,59,0,0.228,8,43.936
0,31,2,0.338,5,56.62
1,50,0,0.799,5,24.869
0,34,3,0.157,5,50.857
1,59,0,0.538,6,22.751
0,42,2,0.371,4,39.966
0,30,0,0.14,3,14.625
0,43,3,0.321,5,53.864
0,50,3,0.298,6,64.303
0,38,1,0.739,3,32.927
0,62,0,0.3,5,23.228
1,63,2,0.418,8,59.665
0,53,1,0.226,6,20.146
0,32,1,0.585,5,43.964
0,29,0,0.374,3,23.509
0,60,3,0.248,5,48.797
0,43,0,0.379,4,15.289
0,54,1,0.168,5,37.626
0,27,0,0.313,4,32.846
1,30,0,0.452,6,37.014
1,44,0,0.159,7,32.307
1,25,0,0.466,4,21.15
1,59,0,0.442,8,46.621
1,61,1,0.633,7,41.583
1,53,0,0.464,7,27.762
0,40,2,0.368,4,33.928
0,34,1,0.459,5,33.045
0,27,0,0.435,5,37.931
1,49,0,0.324,7,32.619
0,52,2,0.225,7,48.618
0,43,1,0.674,5,28.06
0,41,0,0.872,5,24.974
1,32,0,0.705,6,26.556
0,41,1,0.364,5,46.356
0,50,1,0.35,6,34.704
0,59,3,0.205,5,49.994
0,62,0,0.55,6,13.654
0,49,2,0.225,4,27.265
0,59,4,0.18,4,62.507
1,60,1,0.302,8,37.321
0,42,2,0.574,5,40.262
0,26,0,0.238,3,25.125
1,25,0,0.432,5,38.515
0,63,2,0.386,7,60.916
0,39,0,0.357,5,21.883
0,56,1,0.473,6,37.053
1,32,0,0.33,5,14.997
0,44,0,0.573,6,25.178
1,30,0,0.435,4,26.903
0,61,1,0.325,5,29.871
0,53,1,0.574,5,31.822
0,31,1,0.375,3,23.693
0,26,0,0.301,2,11.973
0,56,1,0.297,6,37.276
0,34,3,0.432,4,51.838
0,58,1,0.477,5,29.846
0,63,1,0.449,7,34.048
0,47,1,0.524,6,44.445
1,30,0,0.365,5,21.167
1,54,1,0.291,7,40.199
0,63,1,0.51,5,35.207
1,44,0,0.284,6,26.816
1,37,1,0.189,7,54.551
0,38,1,0.357,4,39.786
1,26,0,0.627,6,42.406
0,28,0,0.522,4,26.386
0,55,4,0.142,5,53.66
0,31,1,0.216,4,39.044
1,31,0,0.724,6,30.296
0,62,2,0.51,5,45.745
0,38,4,0.221,6,62.908
0,33,0,0.284,5,18.24
0,57,2,0.236,7,51.666
0,41,1,0.538,5,40.846
0,49,0,0.346,5,29.602
0,31,2,0.27,3,47.752
0,36,1,0.252,6,37.77
0,43,0,0.612,4,25.84
0,56,3,0.282,6,67.337
0,38,2,0.461,4,37.288
1,46,0,0.546,5,33.173
0,48,2,0.345,5,38.307
1,44,0,0.298,6,28.084
0,43,1,0.313,4,21.8
0,43,1,0.173,4,26.675
0,52,1,0.483,5,25.718
1,58,0,0.514,9,42.177
0,58,3,0.278,4,44.804
0,44,0,0.406,5,27.798
0,50,1,0.272,4,27.202
1,46,0,0.329,7,31.631
0,62,2,0.316,6,31.915
0,41,1,0.253,4,21.448
1,52,1,0.533,5,21.139
1,62,0,0.395,8,24.343
1,61,0,0.332,8,29.374
0,38,2,0.496,5,41.048
0,36,2,0.231,5,42.31
1,50,0,0.378,8,40.666
0,52,0,0.435,5,32.842
1,62,2,0.441,8,45.48
0,46,1,0.486,5,45.575
0,45,1,0.149,4,38.508
1,43,1,0.298,5,38.803
0,59,1,0.524,6,42.725
0,51,2,0.409,5,37.322
0,37,1,0.203,5,42.339
0,41,1,0.359,4,18.579
1,27,0,0.201,5,30.044
1,45,0,0.53,6,24.826
1,41,0,0.56,4,9.295
0,36,1,0.249,3,25.523
0,53,0,0.136,5,31.577
1,31,0,0.511,5,24.368
1,54,0,0.771,5,29.685
1,62,0,0.223,5,12.013
0,29,0,0.257,4,31.398
0,36,0,0.477,3,1.35
0,50,1,0.467,5,30.41
0,62,0,0.333,5,24.766
0,56,4,0.328,5,66.293
0,29,0,0.729,4,33.037
1,35,0,0.457,5,27.752
1,57,0,0.741,7,30.968
0,53,1,0.415,5,30.924
0,42,2,0.136,5,43.648
0,58,1,0.413,5,32.315
0,25,0,0.413,2,16.781
1,37,0,0.406,8,48.59
0,31,1,0.243,4,28.599
0,55,4,0.468,6,71.64
1,50,1,0.194,6,33.384
0,35,2,0.529,4,47.822
0,26,0,0.179,4,19.16
